ut_ms,subsystem
1307694486000,"APSF28A1"
1307694491000,"APSF30C2"
1307694496000,"APSF30B2"
1307694501000,"APSF30A1"
1307694506000,"APSF38A1"
1307694511000,"APSF38A1"
1307694516000,"APSF38A1"
1307694521000,"APSF38A1"
1307694526000,"APSF13A3"
1307694556000,"APSF82A1"
1307694561000,"AMMMF19A0"
1307695341000,"APSF12H1"
1307695366000,"APSF32A1"
1307695376000,"APSF50A2"
1307696061000,"MPER.0000009495"
1307697501000,"AMMMF06A0"
1307697511000,"ATTTF310B"
1307697531000,"AMMMF05A0"
1307697621000,"APSF35A1"
1307697626000,"APSF03A3"
1307697741000,"APSF14A2"
1307697801000,"APSF06A2"
1307697816000,"ATTTF301F"
1307699176000,"ATTT305C"
1307700549000,"AAAAF60A1"
1307700554000,"AAAAF23G1"
1307700559000,"AAAAF57A1"
1307700564000,"AAAAF20C1"
1307702766000,"AXXX301E"
1307704454000,"AAAAF23B2"
1307704478000,"AAAAF19E1"
1307704521000,"ATTTF310A"
1307704574000,"AAAAF20E1"
1307704579000,"AAAAF20E1"
1307704584000,"AAAAF20E1"
1307704589000,"AAAAF93A1"
1307704619000,"AAAAF19D1"
1307704633000,"AAAAF59A1"
1307704694000,"AAAAF20C1"
1307704699000,"AAAAF19A1"
1307704734000,"AAAAF85A1"
1307704744000,"AAAAF10A1"
1307704749000,"AAAAF87A1"
1307704754000,"AAAAF06A1"
1307705241000,"AMMMF04A0"
1307705421000,"AMMMF01A0"
1307705511000,"AMMMF52A0"
1307705571000,"AMMMF52D1"
1307705631000,"AMMMF52D2"
1307705691000,"AMMMF52D3"
1307705751000,"AMMMF52D4"
1307707911000,"AMMMF51A0"
1307708211000,"AMMMF06A0"
1307708221000,"ATTTF310B"
1307708241000,"AMMMF05A0"
1307708652000,"MAPO.0000009496"
1307715237000,"AAAAF01A3"
1307715400000,"AAAAF03A1"
1307715410000,"AAAAF09C1"
1307715426000,"AAAAF56A1"
1307715431000,"AAAAF84A1"
1307715435000,"AAAAF18D1"
1307715440000,"AAAAF20E1"
1307715445000,"AAAAF20E1"
1307715450000,"AAAAF20E1"
1307715455000,"AAAAF93A1"
1307715485000,"AAAAF20D1"
1307715490000,"AAAAF59A1"
1307715492000,"AAAAF18A1"
1307715497000,"AAAAF20B1"
1307715502000,"AAAAF20C1"
1307715507000,"AAAAF20C1"
1307715513000,"AAAAF20C1"
1307715518000,"AAAAF57A1"
1307715520000,"AAAAF23I1"
1307715521000,"AAAAF23G1"
1307715523000,"AAAAF23H1"
1307715525000,"AAAAF18E1"
1307715527000,"AAAAF23A2"
1307715549000,"AAAAF26B1"
1307715550000,"AAAAF24A1"
1307715551000,"AAAAF23G1"
1307715556000,"AAAAF60A1"
1307717495000,"MOCS.0000004671"
1307718128000,"MOCE.0000004671"
1307718597000,"ATTTF310A"
1307719305000,"ASSSF01A0"
1307719317000,"AMMMF04A0"
1307719365000,"ASSSF53A0"
1307719497000,"AMMMF01A0"
1307719557000,"AMMMF12A0"
1307719562000,"AMMMF11A0"
1307719567000,"AMMMF10A0"
1307719572000,"AMMMF10A0"
1307719577000,"AMMMF24A0"
1307719582000,"AMMMF23A0"
1307719587000,"AMMMF20A0"
1307719732000,"AMMMF18A0"
1307719737000,"AMMMF19A0"
1307719917000,"ATTTF301E"
1307719941000,"ATTTF301A"
1307719946000,"ATTTF301I"
1307720037000,"APSF01A2"
1307720085000,"ASSSF06A0"
1307720157000,"APSF02A1"
1307720162000,"APSF89A1"
1307720167000,"APSF40A1"
1307720172000,"APSF31A1"
1307720337000,"APSF23B1"
1307720342000,"APSF33A1"
1307720347000,"APSF28A1"
1307720352000,"APSF28A1"
1307720357000,"APSF28A1"
1307720362000,"APSF28A1"
1307720367000,"APSF28A1"
1307720372000,"APSF28A1"
1307720377000,"APSF28A1"
1307720382000,"APSF28A1"
1307720387000,"APSF30C2"
1307720392000,"APSF30B2"
1307720397000,"APSF30A1"
1307720402000,"APSF38A1"
1307720407000,"APSF38A1"
1307720412000,"APSF38A1"
1307720417000,"APSF38A1"
1307720422000,"APSF13A3"
1307720452000,"APSF82A1"
1307721141000,"AHHHF01A2"
1307721237000,"MPER.0000009496"
1307721261000,"AHHHF02A1"
1307721262000,"APSF32A1"
1307721272000,"APSF50A2"
1307721311000,"AHHHF11A1"
1307721374000,"AHHHF03A2"
1307721375000,"AHHHF17A1"
1307721376000,"AHHHF17A1"
1307721404000,"AHHHF04A3"
1307721439000,"AHHHF50A2"
1307721742000,"AHHHF05A2"
1307721749000,"AHHHF13A1"
1307721792000,"AHHHF06A1"
1307721912000,"ATTTF301B"
1307721917000,"ATTTF301J"
1307722677000,"AMMMF06A0"
1307722687000,"ATTTF310B"
1307722707000,"AMMMF05A0"
1307724897000,"APSF35A1"
1307724902000,"APSF03A3"
1307725017000,"APSF14A2"
1307725077000,"APSF06A2"
1307725092000,"ATTTF301F"
1307725728000,"AAAAF60A1"
1307725733000,"AAAAF23G1"
1307725738000,"AAAAF57A1"
1307725743000,"AAAAF20C1"
1307728930000,"ATTT305C"
1307729319000,"ATTTF321A"
1307732157000,"AAAAF20C1"
1307732162000,"AAAAF57A1"
1307732167000,"AAAAF23G1"
1307732172000,"AAAAF60A1"
1307733831000,"MAPO.0000009497"
1307738904000,"AOOOF01D0"
1307739209000,"ATTTF321D"
1307739219000,"AOOOF15A0"
1307739259000,"AOOOF32A0"
1307742061000,"ASEQ4200"
1307742532000,"AXXX301E"
1307742577000,"MOCS.0000004672"
1307743393000,"MOCE.0000004672"
1307743647000,"ASSSF01A0"
1307743707000,"ASSSF53A0"
1307743779000,"ATTTF310A"
1307744487000,"ASSSF06A0"
1307744499000,"AMMMF04A0"
1307744679000,"AMMMF01A0"
1307744739000,"AMMMF10A0"
1307744744000,"AMMMF10A0"
1307744914000,"AMMMF18A0"
1307744919000,"AMMMF19A0"
1307745044000,"ATTTF301A"
1307745049000,"ATTTF301I"
1307745999000,"ATTTF301E"
1307746119000,"APSF01A2"
1307746239000,"APSF02A1"
1307746244000,"APSF89A1"
1307746249000,"APSF40A1"
1307746254000,"APSF31A1"
1307746364000,"AHHHF02A1"
1307746414000,"AHHHF11A1"
1307746419000,"MPER.0000009497"
1307746424000,"APSF33A1"
1307746429000,"APSF28A1"
1307746434000,"APSF28A1"
1307746439000,"APSF28A1"
1307746444000,"APSF28A1"
1307746449000,"APSF28A1"
1307746454000,"APSF28A1"
1307746459000,"APSF28A1"
1307746464000,"APSF28A1"
1307746469000,"APSF30C2"
1307746474000,"APSF30B2"
1307746477000,"AHHHF03A2"
1307746478000,"AHHHF17A1"
1307746479000,"APSF30A1"
1307746484000,"APSF38A1"
1307746489000,"APSF38A1"
1307746494000,"APSF38A1"
1307746499000,"APSF38A1"
1307746504000,"APSF13A3"
1307746507000,"AHHHF04A3"
1307746534000,"APSF82A1"
1307746542000,"AHHHF50A2"
1307746848000,"AHHHF05A2"
1307746855000,"AHHHF13A1"
1307746898000,"AHHHF06A1"
1307747018000,"ATTTF301B"
1307747023000,"ATTTF301J"
1307747260000,"AOOOF03A1"
1307747290000,"AOOOF04A0"
1307747314000,"AOOOF33A0"
1307747319000,"APSF12H1"
1307747344000,"APSF32A1"
1307747354000,"APSF50A2"
1307747614000,"AOOOF66A0"
1307747859000,"AMMMF06A0"
1307747869000,"ATTTF310B"
1307747889000,"AMMMF05A0"
1307748214000,"AOOOF67A0"
1307750910000,"AAAAF60A1"
1307750915000,"AAAAF23G1"
1307750920000,"AAAAF57A1"
1307750925000,"AAAAF20C1"
1307750978000,"AAAAF20E1"
1307750983000,"AAAAF20E1"
1307750988000,"AAAAF20E1"
1307750993000,"AAAAF93A1"
1307751023000,"AAAAF19D1"
1307751037000,"AAAAF59A1"
1307751219000,"AOOOF62A0"
1307751249000,"AOOOF77A0"
1307751269000,"AOOOF05A0"
1307751279000,"APSF35A1"
1307751284000,"APSF03A3"
1307751339000,"AOOOF06A0"
1307751358000,"AAAAF18D1"
1307751363000,"AAAAF20E1"
1307751368000,"AAAAF20E1"
1307751373000,"AAAAF20E1"
1307751378000,"AAAAF93A1"
1307751399000,"APSF14A2"
1307751408000,"AAAAF20D1"
1307751413000,"AAAAF59A1"
1307751459000,"APSF06A2"
1307751474000,"ATTTF301F"
1307752349000,"ATTT305C"
1307752889000,"ASEQ4200"
1307755528000,"ASXX307A"
1307755543000,"ASXX382C"
1307757327000,"AAAAF20C1"
1307757332000,"AAAAF57A1"
1307757337000,"AAAAF23G1"
1307757342000,"AAAAF60A1"
1307759011000,"MAPO.0000009498"
1307762867000,"ASXX303A"
1307765567000,"ASXX307A"
1307765582000,"ASXX382C"
1307766467000,"AXXX380B"
1307767662000,"MOCS.0000004673"
1307767777000,"AXXX380A"
1307767787000,"ASXX303A"
1307767840000,"AXXX301E"
1307768476000,"ATTTF301E"
1307768596000,"APSF01A2"
1307768649000,"MOCE.0000004673"
1307768716000,"APSF02A1"
1307768721000,"APSF89A1"
1307768726000,"APSF40A1"
1307768731000,"APSF31A1"
1307768896000,"APSF23B1"
1307768901000,"APSF33A1"
1307768906000,"APSF28A1"
1307768911000,"APSF28A1"
1307768916000,"APSF28A1"
1307768921000,"APSF28A1"
1307768926000,"APSF28A1"
1307768931000,"APSF28A1"
1307768936000,"APSF28A1"
1307768941000,"APSF28A1"
1307768946000,"APSF30C2"
1307768951000,"APSF30B2"
1307768956000,"ATTTF310A"
1307768961000,"APSF38A1"
1307768966000,"APSF38A1"
1307768971000,"APSF38A1"
1307768976000,"APSF38A1"
1307768981000,"APSF13A3"
1307769011000,"APSF82A1"
1307769676000,"AMMMF04A0"
1307769796000,"APSF12H1"
1307769821000,"APSF32A1"
1307769831000,"APSF50A2"
1307769856000,"AMMMF01A0"
1307769916000,"AMMMF13A0"
1307769921000,"AMMMF12A0"
1307769926000,"AMMMF10A0"
1307769931000,"AMMMF10A0"
1307769936000,"AMMMF24A0"
1307769941000,"AMMMF23A0"
1307770091000,"AMMMF18A0"
1307770096000,"AMMMF19A0"
1307771596000,"MPER.0000009498"
1307773036000,"AMMMF06A0"
1307773046000,"ATTTF310B"
1307773066000,"AMMMF05A0"
1307773456000,"APSF35A1"
1307773461000,"APSF03A3"
1307773576000,"APSF14A2"
1307773636000,"APSF06A2"
1307773651000,"ATTTF301F"
1307776087000,"AAAAF60A1"
1307776092000,"AAAAF23G1"
1307776097000,"AAAAF57A1"
1307776102000,"AAAAF20C1"
1307781791000,"ATTT305C"
1307782492000,"AAAAF20C1"
1307782497000,"AAAAF57A1"
1307782502000,"AAAAF23I1"
1307782505000,"AAAAF23G1"
1307782510000,"AAAAF60A1"
1307784191000,"MAPO.0000009499"
1307784892000,"ASXX307A"
1307784907000,"ASXX382C"
1307787976000,"ASXX303A"
1307790676000,"ASXX307A"
1307790691000,"ASXX382C"
1307791576000,"AXXX380B"
1307792581000,"AAAAF85A1"
1307792601000,"AAAAF83B1"
1307792611000,"AAAAF02A1"
1307792671000,"AAAAF56A1"
1307792673000,"AAAAF84A1"
1307792678000,"AAAAF56A1"
1307792691000,"AAAAF56A1"
1307792705000,"AAAAF56A1"
1307792718000,"AAAAF56A1"
1307792732000,"AAAAF56A1"
1307792746000,"AAAAF56A1"
1307792759000,"AAAAF56A1"
1307792772000,"MOCS.0000004674"
1307792773000,"AAAAF56A1"
1307792786000,"AAAAF56A1"
1307792800000,"AAAAF56A1"
1307792803000,"AAAAF56A1"
1307792817000,"AAAAF56A1"
1307792830000,"AAAAF56A1"
1307792843000,"AAAAF56A1"
1307792856000,"AAAAF56A1"
1307792886000,"AXXX380A"
1307792896000,"ASXX303A"
1307792906000,"AAAAF85A1"
1307792946000,"AAAAF02A1"
1307792950000,"AXXX301E"
1307793006000,"AAAAF56A1"
1307793008000,"AAAAF84A1"
1307793013000,"AAAAF56A1"
1307793026000,"AAAAF56A1"
1307793040000,"AAAAF56A1"
1307793053000,"AAAAF56A1"
1307793067000,"AAAAF56A1"
1307793081000,"AAAAF56A1"
1307793094000,"AAAAF56A1"
1307793108000,"AAAAF56A1"
1307793121000,"AAAAF56A1"
1307793135000,"AAAAF56A1"
1307793138000,"AAAAF56A1"
1307793152000,"AAAAF56A1"
1307793165000,"AAAAF56A1"
1307793178000,"AAAAF56A1"
1307793191000,"AAAAF56A1"
1307793241000,"AAAAF85A1"
1307793281000,"AAAAF02A1"
1307793341000,"AAAAF56A1"
1307793343000,"AAAAF84A1"
1307793373000,"AAAAF85A1"
1307793433000,"AAAAF03A1"
1307793438000,"AAAAF83A1"
1307793443000,"AAAAF56A1"
1307793448000,"AAAAF84A1"
1307793892000,"MOCE.0000004674"
1307794139000,"ATTTF310A"
1307794709000,"ASSSF01A0"
1307794769000,"ASSSF53A0"
1307794859000,"AMMMF04A0"
1307795039000,"AMMMF01A0"
1307795099000,"AMMMF12A0"
1307795104000,"AMMMF11A0"
1307795109000,"AMMMF10A0"
1307795114000,"AMMMF10A0"
1307795119000,"AMMMF24A0"
1307795124000,"AMMMF23A0"
1307795129000,"AMMMF20A0"
1307795274000,"AMMMF18A0"
1307795279000,"AMMMF19A0"
1307795549000,"ASSSF06A0"
1307795759000,"ATTTF301E"
1307795879000,"APSF01A2"
1307795999000,"APSF02A1"
1307796004000,"APSF89A1"
1307796009000,"APSF40A1"
1307796014000,"APSF31A1"
1307796179000,"APSF23B1"
1307796184000,"APSF33A1"
1307796189000,"APSF28A1"
1307796194000,"APSF28A1"
1307796199000,"APSF28A1"
1307796204000,"APSF28A1"
1307796209000,"APSF28A1"
1307796214000,"APSF28A1"
1307796219000,"APSF28A1"
1307796224000,"APSF28A1"
1307796229000,"APSF30C2"
1307796234000,"APSF30B2"
1307796239000,"APSF30A1"
1307796244000,"APSF38A1"
1307796249000,"APSF38A1"
1307796254000,"APSF38A1"
1307796259000,"APSF38A1"
1307796264000,"APSF13A3"
1307796294000,"APSF82A1"
1307796779000,"MPER.0000009499"
1307797079000,"APSF12H1"
1307797104000,"APSF32A1"
1307797114000,"APSF50A2"
1307798039000,"APSF35A1"
1307798044000,"APSF03A3"
1307798159000,"APSF14A2"
1307798219000,"APSF06A2"
1307798229000,"ATTTF310B"
1307798234000,"ATTTF301F"
1307798249000,"AMMMF05A0"
1307799428000,"ATTT305C"
1307801270000,"AAAAF60A1"
1307801275000,"AAAAF23G1"
1307801280000,"AAAAF57A1"
1307801285000,"AAAAF20C1"
1307805175000,"AAAAF23B2"
1307805199000,"AAAAF19E1"
1307805295000,"AAAAF20E1"
1307805300000,"AAAAF20E1"
1307805305000,"AAAAF20E1"
1307805310000,"AAAAF93A1"
1307805340000,"AAAAF19D1"
1307805354000,"AAAAF59A1"
1307805415000,"AAAAF20C1"
1307805420000,"AAAAF19A1"
1307805455000,"AAAAF85A1"
1307805465000,"AAAAF10A1"
1307805470000,"AAAAF87A1"
1307805475000,"AAAAF06A1"
1307806607000,"AXXX301E"
1307809369000,"MAPO.0000009500"
1307815953000,"AAAAF01A3"
1307815965000,"ASSSF01A0"
1307816025000,"ASSSF55A0"
1307816116000,"AAAAF03A1"
1307816126000,"AAAAF09C1"
1307816142000,"AAAAF56A1"
1307816147000,"AAAAF84A1"
1307816151000,"AAAAF18A1"
1307816156000,"AAAAF20B1"
1307816161000,"AAAAF20C1"
1307816166000,"AAAAF20C1"
1307816173000,"AAAAF20C1"
1307816178000,"AAAAF57A1"
1307816179000,"AAAAF23I1"
1307816180000,"AAAAF23G1"
1307816182000,"AAAAF23H1"
1307816184000,"AAAAF18E1"
1307816186000,"AAAAF23A2"
1307816208000,"AAAAF26B1"
1307816209000,"AAAAF24A1"
1307816211000,"AAAAF23G1"
1307816216000,"AAAAF60A1"
1307816805000,"ASSSF06A0"
1307816938000,"AAAAF18D1"
1307816943000,"AAAAF20E1"
1307816948000,"AAAAF20E1"
1307816953000,"AAAAF20E1"
1307816958000,"AAAAF93A1"
1307816988000,"AAAAF20D1"
1307816993000,"AAAAF59A1"
1307817879000,"MOCS.0000004675"
1307817933000,"ATTTF301E"
1307818053000,"APSF01A2"
1307818173000,"APSF02A1"
1307818178000,"APSF89A1"
1307818183000,"APSF40A1"
1307818188000,"APSF31A1"
1307818353000,"APSF23B1"
1307818358000,"APSF33A1"
1307818363000,"APSF28A1"
1307818368000,"APSF28A1"
1307818373000,"APSF28A1"
1307818378000,"APSF28A1"
1307818383000,"APSF28A1"
1307818388000,"APSF28A1"
1307818393000,"APSF28A1"
1307818398000,"APSF28A1"
1307818403000,"APSF30C2"
1307818408000,"APSF30B2"
1307818413000,"APSF30A1"
1307818418000,"APSF38A1"
1307818423000,"APSF38A1"
1307818428000,"APSF38A1"
1307818433000,"APSF38A1"
1307818438000,"APSF13A3"
1307818468000,"APSF82A1"
1307819124000,"MOCE.0000004675"
1307819193000,"ASSSF01A0"
1307819253000,"ASSSF53A0"
1307819278000,"APSF32A1"
1307819288000,"APSF50A2"
1307819313000,"ATTTF310A"
1307819913000,"ASSSF06A0"
1307819973000,"APSF35A1"
1307819978000,"APSF03A3"
1307820033000,"AMMMF04A0"
1307820093000,"APSF14A2"
1307820153000,"APSF06A2"
1307820168000,"ATTTF301F"
1307820213000,"AMMMF01A0"
1307820273000,"AMMMF10A0"
1307820278000,"AMMMF10A0"
1307820448000,"AMMMF18A0"
1307820453000,"AMMMF19A0"
1307821131000,"ASSSF01A0"
1307821191000,"ASSSF55A0"
1307821671000,"ASSSF06A0"
1307821953000,"MPER.0000009500"
1307823393000,"AMMMF06A0"
1307823403000,"ATTTF310B"
1307823423000,"AMMMF05A0"
1307824031000,"ATTT305C"
1307826444000,"AAAAF60A1"
1307826449000,"AAAAF23G1"
1307826454000,"AAAAF57A1"
1307826459000,"AAAAF20C1"
1307832823000,"AAAAF20C1"
1307832828000,"AAAAF57A1"
1307832833000,"AAAAF23G1"
1307832838000,"AAAAF60A1"
1307834544000,"MAPO.0000009501"
1307837661000,"ASEQ4200"
1307837991000,"ASEQ4200"
1307840898000,"ASXX307A"
1307840913000,"ASXX382C"
1307841798000,"AXXX380B"
1307842995000,"MOCS.0000004676"
1307843108000,"AXXX380A"
1307843118000,"ASXX303A"
1307843173000,"AXXX301E"
1307844357000,"MOCE.0000004676"
1307844490000,"ATTTF310A"
1307845210000,"AMMMF04A0"
1307845390000,"AMMMF01A0"
1307845450000,"AMMMF10A0"
1307845455000,"AMMMF10A0"
1307845498000,"ASSSF01A0"
1307845558000,"ASSSF53A0"
1307845625000,"AMMMF18A0"
1307845630000,"AMMMF19A0"
1307845658000,"ATTTF301A"
1307845663000,"ATTTF301I"
1307845750000,"ATTTF301E"
1307845870000,"APSF01A2"
1307845990000,"APSF02A1"
1307845995000,"APSF89A1"
1307846000000,"APSF40A1"
1307846005000,"APSF31A1"
1307846158000,"ASSSF06A0"
1307846170000,"APSF23B1"
1307846175000,"APSF33A1"
1307846180000,"APSF28A1"
1307846185000,"APSF28A1"
1307846190000,"APSF28A1"
1307846195000,"APSF28A1"
1307846200000,"APSF28A1"
1307846205000,"APSF28A1"
1307846210000,"APSF28A1"
1307846215000,"APSF28A1"
1307846220000,"APSF30C2"
1307846225000,"APSF30B2"
1307846230000,"APSF30A1"
1307846235000,"APSF38A1"
1307846240000,"APSF38A1"
1307846245000,"APSF38A1"
1307846250000,"APSF38A1"
1307846255000,"APSF13A3"
1307846285000,"APSF82A1"
1307846858000,"AHHHF01A2"
1307846978000,"AHHHF02A1"
1307847028000,"AHHHF11A1"
1307847070000,"APSF12H1"
1307847091000,"AHHHF03A2"
1307847092000,"AHHHF17B1"
1307847095000,"APSF32A1"
1307847105000,"APSF50A2"
1307847121000,"AHHHF04A3"
1307847130000,"MPER.0000009501"
1307847156000,"AHHHF50A2"
1307847441000,"AHHHF05A2"
1307847448000,"AHHHF13A1"
1307847708000,"AHHHF03A2"
1307847738000,"AHHHF04A3"
1307847773000,"AHHHF50A2"
1307848154000,"AHHHF05A2"
1307848161000,"AHHHF13A1"
1307848204000,"AHHHF06A1"
1307848324000,"ATTTF301B"
1307848329000,"ATTTF301J"
1307848510000,"APSF35A1"
1307848515000,"APSF03A3"
1307848570000,"AMMMF06A0"
1307848580000,"ATTTF310B"
1307848600000,"AMMMF05A0"
1307848630000,"APSF14A2"
1307848690000,"APSF06A2"
1307848705000,"ATTTF301F"
1307849867000,"ATTT305C"
1307851620000,"AAAAF60A1"
1307851625000,"AAAAF23G1"
1307851629000,"AAAAF57A1"
1307851634000,"AAAAF20C1"
1307853046000,"ASXX307A"
1307853061000,"ASXX382C"
1307857198000,"ASXX303A"
1307857986000,"AAAAF20C1"
1307857991000,"AAAAF57A1"
1307857996000,"AAAAF23G1"
1307858001000,"AAAAF60A1"
1307858217000,"AXXX301E"
1307859432000,"ATTT305C"
1307859720000,"MAPO.0000009502"
1307866020000,"ASXX307A"
1307866035000,"ASXX382C"
1307866920000,"AXXX380B"
1307868116000,"MOCS.0000004677"
1307868230000,"AXXX380A"
1307868240000,"ASXX303A"
1307868294000,"AXXX301E"
1307869572000,"MOCE.0000004677"
1307869665000,"ATTTF310A"
1307869929000,"ASSSF01A0"
1307869989000,"ASSSF53A0"
1307870385000,"ATTTF301E"
1307870505000,"APSF01A2"
1307870565000,"AMMMF01A0"
1307870625000,"APSF02A1"
1307870630000,"APSF89A1"
1307870635000,"APSF40A1"
1307870640000,"APSF31A1"
1307870709000,"ASSSF06A0"
1307870794000,"ATTTF301A"
1307870799000,"ATTTF301I"
1307870800000,"AMMMF18A0"
1307870805000,"APSF23B1"
1307870810000,"APSF33A1"
1307870815000,"APSF28A1"
1307870820000,"APSF28A1"
1307870825000,"APSF28A1"
1307870830000,"APSF28A1"
1307870835000,"APSF28A1"
1307870840000,"APSF28A1"
1307870845000,"APSF28A1"
1307870850000,"APSF28A1"
1307870855000,"APSF30C2"
1307870860000,"APSF30B2"
1307870865000,"APSF30A1"
1307870870000,"APSF38A1"
1307870875000,"APSF38A1"
1307870880000,"APSF38A1"
1307870885000,"APSF38A1"
1307870890000,"APSF13A3"
1307870920000,"APSF82A1"
1307871705000,"APSF12H1"
1307871730000,"APSF32A1"
1307871740000,"APSF50A2"
1307871994000,"AHHHF01A2"
1307872114000,"AHHHF02A1"
1307872164000,"AHHHF11A1"
1307872227000,"AHHHF03A2"
1307872228000,"AHHHF17B1"
1307872257000,"AHHHF04A3"
1307872292000,"AHHHF50A2"
1307872305000,"MPER.0000009502"
1307872552000,"AHHHF05A2"
1307872559000,"AHHHF13A1"
1307872602000,"AHHHF06A1"
1307872722000,"ATTTF301B"
1307872727000,"ATTTF301J"
1307873685000,"APSF35A1"
1307873690000,"APSF03A3"
1307873745000,"AMMMF06A0"
1307873755000,"ATTTF310B"
1307873775000,"AMMMF05A0"
1307873805000,"APSF14A2"
1307873865000,"APSF06A2"
1307873880000,"ATTTF301F"
1307875045000,"ATTT305C"
1307876794000,"AAAAF60A1"
1307876799000,"AAAAF23G1"
1307876804000,"AAAAF57A1"
1307876809000,"AAAAF20C1"
1307883148000,"AAAAF20C1"
1307883153000,"AAAAF57A1"
1307883158000,"AAAAF23I1"
1307883161000,"AAAAF23G1"
1307883166000,"AAAAF60A1"
1307884896000,"MAPO.0000009503"
1307891146000,"ASXX307A"
1307891161000,"ASXX382C"
1307892046000,"AXXX380B"
1307893243000,"MOCS.0000004678"
1307893281000,"AAAAF85A1"
1307893301000,"AAAAF83B1"
1307893311000,"AAAAF02A1"
1307893356000,"AXXX380A"
1307893366000,"ASXX303A"
1307893371000,"AAAAF56A1"
1307893373000,"AAAAF84A1"
1307893378000,"AAAAF56A1"
1307893391000,"AAAAF56A1"
1307893405000,"AAAAF56A1"
1307893418000,"AAAAF56A1"
1307893421000,"AXXX301E"
1307893432000,"AAAAF56A1"
1307893446000,"AAAAF56A1"
1307893459000,"AAAAF56A1"
1307893473000,"AAAAF56A1"
1307893486000,"AAAAF56A1"
1307893500000,"AAAAF56A1"
1307893503000,"AAAAF56A1"
1307893517000,"AAAAF56A1"
1307893530000,"AAAAF56A1"
1307893543000,"AAAAF56A1"
1307893556000,"AAAAF56A1"
1307893606000,"AAAAF85A1"
1307893646000,"AAAAF02A1"
1307893706000,"AAAAF56A1"
1307893708000,"AAAAF84A1"
1307893713000,"AAAAF56A1"
1307893726000,"AAAAF56A1"
1307893740000,"AAAAF56A1"
1307893753000,"AAAAF56A1"
1307893767000,"AAAAF56A1"
1307893781000,"AAAAF56A1"
1307893794000,"AAAAF56A1"
1307893808000,"AAAAF56A1"
1307893821000,"AAAAF56A1"
1307893835000,"AAAAF56A1"
1307893838000,"AAAAF56A1"
1307893852000,"AAAAF56A1"
1307893865000,"AAAAF56A1"
1307893878000,"AAAAF56A1"
1307893891000,"AAAAF56A1"
1307893941000,"AAAAF85A1"
1307893981000,"AAAAF02A1"
1307894041000,"AAAAF56A1"
1307894043000,"AAAAF84A1"
1307894073000,"AAAAF85A1"
1307894133000,"AAAAF03A1"
1307894138000,"AAAAF83A1"
1307894143000,"AAAAF56A1"
1307894148000,"AAAAF84A1"
1307894181000,"ATTTF321A"
1307894792000,"MOCE.0000004678"
1307894841000,"ATTTF310A"
1307895561000,"AMMMF04A0"
1307895573000,"ASSSF01A0"
1307895633000,"ASSSF53A0"
1307895741000,"AMMMF01A0"
1307895801000,"AMMMF12A0"
1307895806000,"AMMMF11A0"
1307895811000,"AMMMF10A0"
1307895816000,"AMMMF10A0"
1307895821000,"AMMMF24A0"
1307895826000,"AMMMF23A0"
1307895831000,"AMMMF20A0"
1307895976000,"AMMMF18A0"
1307895981000,"AMMMF19A0"
1307895986000,"ATTTF301A"
1307895991000,"ATTTF301I"
1307896413000,"ASSSF06A0"
1307896761000,"ATTTF301E"
1307896881000,"APSF01A2"
1307897001000,"APSF02A1"
1307897006000,"APSF89A1"
1307897011000,"APSF40A1"
1307897016000,"APSF31A1"
1307897181000,"APSF23B1"
1307897186000,"APSF33A1"
1307897191000,"APSF28A1"
1307897196000,"APSF28A1"
1307897201000,"APSF28A1"
1307897206000,"APSF28A1"
1307897211000,"APSF28A1"
1307897216000,"APSF28A1"
1307897221000,"APSF28A1"
1307897226000,"APSF28A1"
1307897231000,"APSF30C2"
1307897236000,"APSF30B2"
1307897241000,"APSF30A1"
1307897246000,"APSF38A1"
1307897251000,"APSF38A1"
1307897256000,"APSF38A1"
1307897261000,"APSF38A1"
1307897266000,"APSF13A3"
1307897296000,"APSF82A1"
1307897306000,"AHHHF02A1"
1307897356000,"AHHHF11A1"
1307897419000,"AHHHF03A2"
1307897420000,"AHHHF17B1"
1307897449000,"AHHHF04A3"
1307897481000,"MPER.0000009503"
1307897484000,"AHHHF50A2"
1307897703000,"AHHHF05A2"
1307897710000,"AHHHF13A1"
1307897753000,"AHHHF06A1"
1307897771000,"ATTTF321D"
1307897781000,"AOOOF15B0"
1307897821000,"AOOOF22A1"
1307897873000,"ATTTF301B"
1307897878000,"ATTTF301J"
1307898022000,"AOOOF03A1"
1307898052000,"AOOOF04A0"
1307898076000,"AOOOF23A0"
1307898081000,"APSF12H1"
1307898106000,"APSF32A1"
1307898116000,"APSF50A2"
1307898681000,"AOOOF68A0"
1307898688000,"AOOOF24A0"
1307898921000,"AMMMF06A0"
1307898931000,"ATTTF310B"
1307898951000,"AMMMF05A0"
1307899156000,"AOOOF66A0"
1307899756000,"AOOOF67A0"
1307901963000,"AAAAF57A1"
1307901968000,"AAAAF20C1"
1307901970000,"AAAAF60A1"
1307901975000,"AAAAF23G1"
1307901977000,"AAAAF20E1"
1307901981000,"AOOOF62A0"
1307901982000,"AAAAF20E1"
1307901987000,"AAAAF20E1"
1307901992000,"AAAAF93A1"
1307902011000,"AOOOF77A0"
1307902022000,"AAAAF19D1"
1307902031000,"AOOOF05A0"
1307902036000,"AAAAF59A1"
1307902041000,"APSF35A1"
